Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Jaguars 2018,Jaguars,10786333,12425774,17287457,4822038,28024882,73346484,49441021,1915141,11985485,11226426,27090280,101658353,2018,0.313,0,0,177200000,0.060870953724604965,0.07012287810383747,0.0975590124153499,0.02721240406320542,0.15815396162528217,0.27901253386004515,0.010807793453724604,0.06763817720090294,0.06335454853273138,0.15287968397291196,0.573692737020316,0.41391920993227993,0.01238805304740409,5
Chiefs 2018,Chiefs,6462373,3839568,13410657,12846159,35054355,71613112,13806414,30874001,6439413,20988021,5449388,77557237,2018,0.75,1,0,177200000,0.036469373589164786,0.021667990970654628,0.0756809085778781,0.0724952539503386,0.19782367381489843,0.07791430022573363,0.1742325112866817,0.03633980248306998,0.11844255643340858,0.0307527539503386,0.4376819243792325,0.40413720090293453,0.15818087471783304,12
Raiders 2018,Raiders,25915200,7694424,18652510,11533431,36376204,100171769,11861506,2352299,10206380,11068824,11492532,46981541,2018,0.25,0,0,177200000,0.14624830699774266,0.04342225733634311,0.10526247178329572,0.06508708239277652,0.2052833182844244,0.06693852144469525,0.013274825056433409,0.057598081264108356,0.062465146726862306,0.06485627539503386,0.2651328498871332,0.5653034367945824,0.16956371331828435,4
Chargers 2018,Chargers,23129200,4755413,25433190,7068484,27984393,88370680,14590006,22744570,6339835,10693090,17921985,72289486,2018,0.75,1,0,177200000,0.13052595936794584,0.026836416478555305,0.14352816027088036,0.03988986455981941,0.15792546839729119,0.0823363769751693,0.1283553611738149,0.03577784988713318,0.060344751693002255,0.10113987020316027,0.40795420993227993,0.4987058690744921,0.09333992099322796,12
Rams 2018,Rams,8767592,9038320,14151679,2758153,27763882,62479626,39110096,5284312,10912796,13578223,20726753,89612180,2018,0.813,1,0,177200000,0.04947851015801354,0.05100632054176072,0.07986274830699774,0.015565197516930022,0.15668104966139954,0.2207116027088036,0.02982117381489842,0.06158462753950339,0.07662654063205418,0.11696813205417607,0.5057120767494356,0.3525938261851016,0.14169409706546277,13
Dolphins 2018,Dolphins,10507195,4122610,25766603,4425226,30559407,75381041,5156706,38276611,14286351,13320269,3678898,74718835,2018,0.438,0,0,177200000,0.059295682844243795,0.023265293453724606,0.14540972347629796,0.024973058690744922,0.17245715011286683,0.02910104966139955,0.21600796275395034,0.08062274830699774,0.07517081828442437,0.02076127539503386,0.42166385440180587,0.4254009085778781,0.15293523702031608,7
Vikings 2018,Vikings,26462000,8510220,15333845,9592122,26668316,86566503,18526098,18610741,18490720,15731056,22554099,93912714,2018,0.531,0,0,177200000,0.14933408577878104,0.04802607223476298,0.08653411399548533,0.05413161399548533,0.15049839729119638,0.10454908577878104,0.10502675507900677,0.10434943566591422,0.08877571106094809,0.1272804683972912,0.5299814559819414,0.48852428329571107,-0.018505739277652422,8
Patriots 2018,Patriots,23044200,7894058,15575488,16740476,20349864,83604086,8841997,12784037,12418619,22783881,15107401,71935935,2018,0.688,1,1,177200000,0.13004627539503386,0.04454886004514673,0.08789778781038375,0.09447221218961625,0.11484121896162529,0.04989840293453725,0.07214467832957111,0.0700825,0.12857720654627539,0.08525621331828442,0.4059590011286682,0.47180635440180585,0.12223464446952592,11
Saints 2018,Saints,26852600,7093841,12859196,7775068,35725330,90306035,7215630,20379299,14765854,7798629,8475586,58634998,2018,0.813,1,0,177200000,0.15153837471783296,0.04003296275395034,0.07256882618510158,0.04387735891647856,0.2016102144469526,0.04072025959367946,0.11500733069977427,0.08332874717832957,0.04401032167042889,0.04783062076749436,0.3308972799097065,0.509627737020316,0.15947498306997743,13
Giants 2018,Giants,23411925,11329128,12265128,7070209,16351639,70428029,6466608,23401317,7366336,5267371,13155011,55656643,2018,0.313,0,0,177200000,0.13212147291196388,0.0639341309255079,0.06921629796839729,0.039899599322799094,0.09227787246049661,0.03649327313769752,0.13206160835214448,0.041570744920993226,0.029725569977426636,0.07423821106094808,0.31408940744920993,0.39744937358916477,0.28846121896162535,5
Jets 2018,Jets,15760757,8070717,13044099,3861826,36847212,77584611,16336478,5967157,11918348,10941303,27956260,73119546,2018,0.25,0,0,177200000,0.08894332392776523,0.04554580699774266,0.07361229683972911,0.02179360045146727,0.2079413769751693,0.09219231376975169,0.033674700902934535,0.06725930022573363,0.06174550225733634,0.15776670428893905,0.41263852144469526,0.4378364051918736,0.14952507336343113,4
Eagles 2018,Eagles,21505365,5143228,16761079,7215415,35461396,86086483,19610353,20521371,7463300,16905015,5420767,69920806,2018,0.563,1,0,177200000,0.12136210496613996,0.029024988713318284,0.09458848194130925,0.040719046275395035,0.20012074492099322,0.11066790632054176,0.1158090914221219,0.04211794582392776,0.0954007618510158,0.030591235891647854,0.3945869413092551,0.48581536681715576,0.11959769187358915,9
Steelers 2018,Steelers,24607847,1545560,13094252,5891394,35090781,80229834,18570996,7627086,15162163,7577505,18261233,67198983,2018,0.594,0,0,177200000,0.1388704683972912,0.008722121896162529,0.07389532731376976,0.03324714446952596,0.1980292381489842,0.104802460496614,0.0430422460496614,0.08556525395033861,0.042762443566591424,0.10305436230248308,0.3792267663656885,0.4527643002257336,0.16800893340857792,9
49ers 2018,49ers,38197259,8311842,18448916,3643398,33769652,102371067,10033146,16528345,8852841,3207934,18947503,57569769,2018,0.25,0,0,177200000,0.21556015237020315,0.04690655756207675,0.10411352144469525,0.02056093679458239,0.19057365688487585,0.056620462753950336,0.09327508465011286,0.0499595993227991,0.018103465011286683,0.10692721783295711,0.3248858295711061,0.5777148250564335,0.09739934537246042,4
Seahawks 2018,Seahawks,24620964,4655724,20229810,3273982,22883379,75663859,5451644,5314490,26759580,26285750,7339007,71150471,2018,0.625,1,0,177200000,0.1389444920993228,0.026273837471783294,0.11416371331828443,0.01847619638826185,0.12913870767494356,0.03076548532731377,0.02999147855530474,0.15101343115124152,0.14833944695259593,0.041416518058690746,0.40152636004514675,0.42699694695259593,0.17147669300225732,10
Buccaneers 2018,Buccaneers,12616903,3981361,34124743,10224401,25173502,86120910,30935514,21624467,14813639,6026118,15212917,88612655,2018,0.313,0,0,177200000,0.0712014841986456,0.022468177200902936,0.19257755643340857,0.057699779909706546,0.14206265237020316,0.17457965011286683,0.1220342381489842,0.08359841422121896,0.03400743792325057,0.08585167607223476,0.5000714164785554,0.48600965011286684,0.01391893340857786,5
Titans 2018,Titans,9704446,6578378,8480482,11782366,33732729,70278401,26799400,19778901,12351575,11696707,20975177,91601760,2018,0.563,0,0,177200000,0.05476549661399548,0.03712402934537246,0.047858250564334084,0.06649190744920994,0.19036528781038375,0.15123814898419866,0.11161908013544018,0.06970414785553047,0.06600850451467269,0.11837007336343115,0.5169399548532732,0.39660497178329573,0.08645507336343106,9
Commanders 2018,Commanders,22370588,6464791,11550945,16639653,35598047,92624024,11918322,17481245,6801489,5638443,21140054,62979553,2018,0.438,0,0,177200000,0.1262448532731377,0.03648301918735892,0.06518591986455982,0.09390323363431151,0.20089191309255078,0.06725915349887134,0.09865262415349887,0.03838312076749436,0.031819655756207675,0.11930053047404063,0.35541508465011284,0.5227089390519187,0.12187597629796842,7
Packers 2018,Packers,22071928,1581868,26709607,10835666,33058976,94258045,19391088,23692894,4603006,2949361,10277116,60913465,2018,0.406,0,0,177200000,0.1245594130925508,0.008927020316027087,0.1507314164785553,0.061149356659142215,0.18656306997742664,0.10943051918735891,0.13370707674943566,0.025976331828442438,0.016644249435665913,0.05799726862302483,0.34375544582392775,0.5319302765237021,0.12431427765237024,6
Cardinals 2017,Cardinals,29489118,3666976,20439056,6097469,28917997,88610616,11978095,14486303,6172044,15728455,21047533,69412430,2017,0.5,0,0,167000000,0.17658154491017963,0.021957940119760478,0.12238955688622755,0.03651179041916168,0.17316165868263472,0.07172511976047904,0.08674432934131737,0.03695834730538922,0.09418236526946108,0.12603313173652694,0.41564329341317363,0.5306024910179641,0.053754215568862285,8
Falcons 2017,Falcons,27422800,5928217,28103286,4019531,25953036,91426870,11309437,18256298,8512929,6556132,15535401,60170197,2017,0.625,1,0,167000000,0.16420838323353293,0.03549830538922156,0.1682831497005988,0.024069047904191617,0.1554074011976048,0.06772117964071857,0.1093191497005988,0.050975622754491016,0.0392582754491018,0.09302635329341317,0.36030058083832334,0.5474662874251497,0.09223313173652703,10
Ravens 2017,Ravens,26742000,5270289,16212624,5393387,23346656,76964956,8142163,11289373,5332555,12619611,15031988,52415690,2017,0.563,0,0,167000000,0.1601317365269461,0.03155861676646707,0.09708158083832336,0.03229573053892216,0.13980033532934133,0.048755467065868266,0.06760103592814372,0.03193146706586826,0.07556653293413174,0.09001190419161677,0.31386640718562875,0.460868,0.2252655928143712,9
Bills 2017,Bills,10238211,11190118,6496909,11467859,35796366,75189463,10325927,13718331,7077973,7686153,5801497,44609881,2017,0.563,1,0,167000000,0.06130665269461078,0.06700669461077845,0.038903646706586824,0.06866981437125748,0.21434949700598802,0.06183189820359281,0.08214569461077845,0.042383071856287424,0.04602486826347305,0.034739502994011975,0.26712503592814374,0.45023630538922155,0.2826386586826347,9
Panthers 2017,Panthers,22710632,11316345,7593965,15861068,22836833,80318843,19975799,14930437,27237850,7693071,6607630,76444787,2017,0.688,1,0,167000000,0.13599180838323352,0.06776254491017963,0.04547284431137725,0.09497645508982036,0.13674750299401198,0.1196155628742515,0.08940381437125748,0.1631008982035928,0.04606629341317365,0.03956664670658683,0.4577532155688623,0.48095115568862273,0.06129562874251504,11
Bears 2017,Bears,21278625,2385295,14645439,10633090,31878770,80821219,14795376,16993112,11977212,7234912,17788027,68788639,2017,0.313,0,0,167000000,0.12741691616766468,0.014283203592814372,0.08769723952095808,0.06367119760479042,0.1908908383233533,0.08859506586826348,0.10175516167664671,0.07171983233532934,0.04332282634730539,0.10651513173652695,0.41190801796407184,0.4839593952095808,0.1041325868263474,5
Bengals 2017,Bengals,16798413,7569296,24430688,9413806,17262341,75474544,12361126,14384255,17613896,10969118,22900422,78228817,2017,0.438,0,0,167000000,0.10058929940119761,0.045325125748502997,0.14629154491017965,0.05637009580838323,0.1033673113772455,0.07401871856287426,0.08613326347305389,0.10547243113772455,0.06568334131736527,0.1371282754491018,0.46843602994011974,0.451943377245509,0.07962059281437128,7
Browns 2017,Browns,2209957,4470494,5198547,3254760,41615803,56749561,5528898,9198852,21613135,3882857,7163759,47387501,2017,0.0,0,0,167000000,0.013233275449101797,0.0267694251497006,0.031129023952095807,0.019489580838323355,0.2491964251497006,0.03310717365269461,0.05508294610778443,0.12941997005988023,0.023250640718562875,0.042896760479041916,0.28375749101796405,0.33981773053892217,0.37642477844311384,0
Cowboys 2017,Cowboys,1782314,7879602,26062634,16565097,23737956,76027603,4846639,17309055,13571954,3098994,10844663,49671305,2017,0.563,0,0,167000000,0.010672538922155689,0.047183245508982036,0.1560636766467066,0.09919219760479042,0.1421434491017964,0.029021790419161676,0.10364703592814371,0.08126918562874251,0.018556850299401198,0.06493810179640719,0.29743296407185627,0.4552551077844311,0.2473119281437126,9
Broncos 2017,Broncos,3920973,6090264,25054318,4832368,23704519,63602442,18109284,23398406,9388589,8775903,24273641,83945823,2017,0.313,0,0,167000000,0.02347888023952096,0.036468646706586824,0.15002585628742515,0.02893633532934132,0.14194322754491018,0.1084388263473054,0.14011021556886227,0.05621909580838323,0.05255031736526946,0.14535114371257485,0.5026695988023953,0.3808529461077844,0.11647745508982033,5
Lions 2017,Lions,17047200,5553764,18671297,5529031,22993789,69795081,15087353,14892449,12040537,11021745,17917711,70959795,2017,0.563,0,0,167000000,0.10207904191616766,0.03325607185628743,0.11180417365269461,0.03310797005988024,0.13768735928143713,0.09034343113772456,0.08917634131736527,0.0720990239520958,0.06599847305389221,0.10729168263473055,0.42490895209580837,0.4179346167664671,0.15715643113772448,9
Texans 2017,Texans,3855907,9441681,22653336,10632622,20476207,67059753,17826431,14975844,9833223,10598898,21425963,74660359,2017,0.25,0,0,167000000,0.023089263473053893,0.05653701197604791,0.13564871856287425,0.06366839520958084,0.12261201796407185,0.10674509580838323,0.0896757125748503,0.0588815748502994,0.06346645508982036,0.12829917964071857,0.44706801796407186,0.40155540718562877,0.15137657485029932,4
Colts 2017,Colts,22129791,6704574,15603598,10039875,20295961,74773799,14868181,21252770,3079205,7567614,4398800,51166570,2017,0.25,0,0,167000000,0.13251371856287425,0.0401471497005988,0.09343471856287425,0.0601190119760479,0.12153270059880239,0.0890310239520958,0.12726209580838324,0.018438353293413173,0.045315053892215566,0.026340119760479043,0.30638664670658683,0.4477472994011976,0.2458660538922155,4
Jaguars 2017,Jaguars,10071983,13724506,13512773,7480525,23902263,68692050,36897369,8251178,13216415,15958866,13849553,88173381,2017,0.625,1,0,167000000,0.060311275449101795,0.08218267065868264,0.08091480838323353,0.0447935628742515,0.14312732335329342,0.22094232934131736,0.049408251497005985,0.07914020958083832,0.09556207185628743,0.08293145508982036,0.5279843173652694,0.4113296407185629,0.060686041916167666,10
Chiefs 2017,Chiefs,21205288,4243728,5474701,7192941,25611612,63728270,16972578,35949428,6576004,14053421,6828257,80379688,2017,0.625,1,0,167000000,0.12697777245508982,0.02541154491017964,0.03278264071856288,0.043071502994011975,0.15336294610778442,0.10163220359281437,0.21526603592814372,0.03937726946107784,0.08415222155688623,0.04088776646706587,0.481315497005988,0.3816064071856287,0.13707809580838326,10
Raiders 2017,Raiders,17066663,3913937,21228435,8513978,43010782,93733795,4925768,16020328,3913692,11365174,22873492,59098454,2017,0.375,0,0,167000000,0.1021955868263473,0.02343674850299401,0.12711637724550898,0.050981904191616766,0.25754959281437123,0.029495616766467066,0.09593010778443113,0.023435281437125748,0.06805493413173652,0.13696701796407185,0.35388295808383236,0.5612802095808384,0.08483683233532924,6
Chargers 2017,Chargers,19155000,5059879,20577484,8986982,21498674,75278019,17068671,23167189,5864393,6553828,9329846,61983927,2017,0.563,0,0,167000000,0.1147005988023952,0.030298676646706588,0.12321846706586827,0.05381426347305389,0.1287345748502994,0.10220761077844312,0.13872568263473053,0.035116125748502994,0.03924447904191617,0.05586734131736527,0.3711612395209581,0.4507665808383233,0.17807217964071853,9
Rams 2017,Rams,7755133,6953354,25219237,3237501,20306285,63471510,19055848,15841769,17897035,5194177,22147687,80136516,2017,0.688,1,0,167000000,0.04643792215568862,0.041636850299401194,0.15101339520958085,0.01938623353293413,0.12159452095808383,0.114106874251497,0.09486089221556886,0.107167874251497,0.03110285628742515,0.13262088023952096,0.479859377245509,0.3800689221556886,0.14007170059880236,11
Dolphins 2017,Dolphins,33058282,3310080,9776316,9519411,22688764,78352853,21338272,20091185,11883805,11301524,5758889,70373675,2017,0.375,0,0,167000000,0.19795378443113773,0.019820838323353292,0.05854081437125749,0.05700246107784431,0.1358608622754491,0.12777408383233532,0.12030649700598803,0.07116050898203592,0.06767379640718563,0.034484365269461074,0.42139925149700597,0.4691787604790419,0.1094219880239522,6
Vikings 2017,Vikings,22523284,6109029,10830686,7988864,19431712,66883575,13847877,15647606,10635653,11466277,21360634,72958047,2017,0.813,1,0,167000000,0.13486996407185628,0.036581011976047906,0.06485440718562874,0.047837508982035926,0.11635755688622755,0.08292141916167664,0.09369823952095808,0.06368654491017964,0.06866034131736527,0.1279079880239521,0.43687453293413175,0.4005004491017964,0.1626250179640718,13
Patriots 2017,Patriots,14476471,11010522,18838336,12917262,22196744,79439335,10484357,5229052,13278110,23735041,16603309,69329869,2017,0.813,1,0,167000000,0.08668545508982035,0.06593126946107784,0.11280440718562874,0.077348874251497,0.1329146347305389,0.06278058083832336,0.03131168862275449,0.07950964071856287,0.14212599401197604,0.0994210119760479,0.4151489161676647,0.47568464071856287,0.10916644311377244,13
Saints 2017,Saints,20365000,6649958,7172234,13281931,32749192,80218315,7351727,15826140,11368168,9465615,5035764,49047414,2017,0.688,1,0,167000000,0.12194610778443114,0.03982010778443114,0.04294750898203593,0.07953252095808383,0.19610294610778442,0.04402231736526946,0.09476730538922155,0.0680728622754491,0.056680329341317365,0.030154275449101795,0.2936970898203593,0.4803491916167665,0.22595371856287416,11
Giants 2017,Giants,21444105,6846041,14572454,4806305,21971246,69640151,13231093,26432590,11922152,3870386,27976841,83433062,2017,0.188,0,0,167000000,0.12840781437125748,0.04099425748502994,0.08726020359281438,0.028780269461077843,0.1315643473053892,0.07922810179640719,0.15827898203592813,0.07139013173652695,0.02317596407185629,0.16752599401197604,0.49959917365269463,0.41700689221556886,0.08339393413173646,3
Jets 2017,Jets,8334184,10310192,8058956,2443262,29743163,58889757,30004586,5244382,5963101,6921694,16360022,64493785,2017,0.313,0,0,167000000,0.04990529341317365,0.06173767664670659,0.04825722155688623,0.01463031137724551,0.17810277245508982,0.17966817964071857,0.03140348502994012,0.03570719161676647,0.041447269461077844,0.09796420359281437,0.38619032934131736,0.3526332754491018,0.2611763952095809,5
Eagles 2017,Eagles,7948686,7712155,20433394,10106000,34671590,80871825,14920141,21800072,14705805,14776850,4361412,70564280,2017,0.813,1,1,167000000,0.04759692215568862,0.04618056886227545,0.12235565269461078,0.06051497005988024,0.2076143113772455,0.0893421616766467,0.13053935329341318,0.0880587125748503,0.08848413173652694,0.026116239520958085,0.4225405988023952,0.4842624251497006,0.09319697604790422,13
Steelers 2017,Steelers,21004781,13113454,17778997,3945253,39055012,94897497,15833947,8183830,6906583,12475138,11466541,54866039,2017,0.813,1,0,167000000,0.12577713173652694,0.07852367664670659,0.10646105988023952,0.023624269461077846,0.2338623473053892,0.09481405389221557,0.04900497005988024,0.04135678443113772,0.0747014251497006,0.06866192215568863,0.32853915568862274,0.5682484850299401,0.10321235928143713,13
49ers 2017,49ers,1280189,2825514,13826473,3831656,25604947,47368779,8811687,17957489,8945957,9535769,6441770,51692672,2017,0.375,0,0,167000000,0.0076658023952095805,0.016919245508982036,0.08279325149700599,0.022944047904191616,0.15332303592814372,0.05276459281437126,0.107529874251497,0.05356860479041916,0.05710041317365269,0.038573473053892214,0.30953695808383236,0.28364538323353294,0.40681765868263464,6
Seahawks 2017,Seahawks,15443870,5565665,8724467,12553573,21118436,63406011,9895825,19887433,18261753,20890487,23142234,92077732,2017,0.563,0,0,167000000,0.09247826347305389,0.03332733532934132,0.052242317365269464,0.07517109580838323,0.1264577005988024,0.059256437125748504,0.1190864251497006,0.10935181437125749,0.1250927365269461,0.13857625149700598,0.5513636646706587,0.3796767125748503,0.06895962275449108,9
Buccaneers 2017,Buccaneers,11738985,8969129,18804531,3178912,23495847,66187404,30220786,9762983,8819460,8500031,17764740,75068000,2017,0.313,0,0,167000000,0.07029332335329341,0.05370735928143713,0.11260198203592814,0.01903540119760479,0.14069369461077844,0.1809627904191617,0.05846097604790419,0.0528111377245509,0.050898389221556886,0.1063756886227545,0.44950898203592815,0.3963317604790419,0.1541592574850299,5
Titans 2017,Titans,10351646,8746428,19514493,7486458,17127063,63226088,20991161,23008834,9206570,13657831,15276846,82141242,2017,0.563,1,0,167000000,0.061985904191616766,0.05237382035928144,0.11685325149700598,0.04482908982035928,0.1025572634730539,0.1256955748502994,0.1377774491017964,0.05512916167664671,0.08178341916167664,0.09147811976047904,0.4918637245508982,0.37859932934131735,0.12953694610778443,9
Commanders 2017,Commanders,27543600,4474359,10894949,11840649,34757110,89510667,12451986,17002208,8198492,6606862,24425407,68684955,2017,0.438,0,0,167000000,0.16493173652694612,0.026792568862275448,0.06523921556886228,0.07090208982035928,0.20812640718562875,0.07456279041916168,0.10180962874251497,0.04909276646706587,0.03956204790419161,0.14625992215568862,0.41128715568862273,0.5359920179640718,0.05272082634730546,7
Packers 2017,Packers,21034437,2394382,31564129,3754657,28553585,87301190,14712089,26170012,2563395,11727962,9272758,64446216,2017,0.438,0,0,167000000,0.1259547125748503,0.014337616766467066,0.1890067604790419,0.022482976047904193,0.1709795508982036,0.08809634131736527,0.15670665868263473,0.015349670658682635,0.07022731736526946,0.05552549700598802,0.3859054850299401,0.522761616766467,0.0913328982035928,7
Cardinals 2016,Cardinals,20967647,5171763,19073522,5942819,19298535,70454286,23704115,12115452,6216592,11210539,16623998,69870696,2016,0.469,0,0,155270000,0.1350399111225607,0.0333081921813615,0.12284099954917241,0.03827409673472017,0.12429017195852386,0.15266384362722998,0.07802828621111613,0.04003730276292909,0.07220028981773685,0.10706509950408966,0.4499948219231017,0.45375337154633866,0.09625180653055965,7
Falcons 2016,Falcons,25631100,1852741,21945916,5486900,21046268,75962925,3803031,20886504,10513747,4903067,6580038,46686387,2016,0.688,1,0,155270000,0.16507438655245701,0.01193238230179687,0.14134034906936305,0.035337798673278804,0.13554626135119469,0.0244930186127391,0.13451731821987506,0.06771267469569138,0.0315776840342629,0.04237803825594126,0.3006787338185097,0.4892311779480904,0.21009008823339992,11
Ravens 2016,Ravens,24056900,2492212,13619295,8561035,18007403,66736845,7240013,17109523,4802149,18916487,13055152,61123324,2016,0.5,0,0,155270000,0.15493591807818638,0.016050827590648548,0.0877136278740259,0.0551364397501127,0.11597477297610614,0.046628537386488055,0.11019207187479874,0.030927732337219037,0.12182963225349391,0.08408032459586527,0.393658298447865,0.42981158626907967,0.1765301152830554,8
Bills 2016,Bills,10286322,10305929,12971463,7994746,19315114,60873574,22682421,11436205,4326517,14367753,15208647,68021543,2016,0.438,0,0,155270000,0.066247968055645,0.06637424486378567,0.08354133444966833,0.05148931538610163,0.1243969472531719,0.14608373156437174,0.07365366780446964,0.027864474785856894,0.0925339924003349,0.09794968120048947,0.43808554775552266,0.3920498100083725,0.16986464223610476,7
Panthers 2016,Panthers,21450000,10958863,8550593,8019942,25130242,74109640,9915073,5907171,18305233,5817094,3505394,43449965,2016,0.375,0,0,155270000,0.13814645456301924,0.07057939717910736,0.055069189154376245,0.0516515875571585,0.16184866361821343,0.06385697816706383,0.038044509563985314,0.11789291556643267,0.037464378179944614,0.022576119018483932,0.27983490049591037,0.4772952920718748,0.24286980743221487,6
Bears 2016,Bears,20140353,2164522,23144751,4465009,25002276,74916911,10499728,23295184,11928466,3785524,9703965,59212867,2016,0.188,0,0,155270000,0.129711811682875,0.013940374830939654,0.14906131899272235,0.028756417852772588,0.161024512140143,0.06762238681007278,0.15003016680620854,0.07682402267018741,0.024380266632317897,0.06249735943839763,0.38135420235718426,0.4824944354994526,0.1361513621433632,3
Bengals 2016,Bengals,14195413,7582248,17965568,4895878,26963355,71602462,15774614,15267615,15238247,10932963,20040214,77253653,2016,0.406,0,0,155270000,0.09142405487215817,0.04883266567913956,0.11570533908675211,0.03153138404070329,0.17365463386359245,0.10159473175758356,0.09832945836285181,0.09814031686739229,0.0704125909705674,0.12906687705287564,0.4975439750112707,0.4611480775423456,0.041307947446383775,6
Browns 2016,Browns,11022385,2873269,8060225,3663632,20849784,46469295,11120534,1500998,6626100,2503713,23427666,45179011,2016,0.063,0,0,155270000,0.07098850389643846,0.018504984865073744,0.051911025954788435,0.02359523410832743,0.13428082694660914,0.0716206221420751,0.009667018741546983,0.04267469569137631,0.016124898563792105,0.15088340310426998,0.29097063824306046,0.2992805757712372,0.4097487859857023,1
Cowboys 2016,Cowboys,23926148,9073966,19837501,9867494,21408752,84113861,4585559,10409388,15942586,8367517,20670361,59975411,2016,0.813,1,0,155270000,0.1540938236620081,0.05843991756295485,0.1277613254331165,0.06355055065370001,0.13788080118503251,0.02953280736781091,0.06704056160237007,0.10267653764410382,0.05389010755458234,0.13312527210665293,0.38626528627552004,0.541726418496812,0.07200829522766794,13
Broncos 2016,Broncos,2261161,7652724,24631438,4002548,14289846,52837717,14874328,22787306,6341732,11486444,22329018,77818828,2016,0.563,0,0,155270000,0.014562768081406581,0.04928655889740452,0.1586361692535583,0.025777986732788048,0.09203224061312552,0.09579653506794616,0.14675923230501706,0.04084325368712565,0.07397722676627809,0.14380767694982932,0.5011839247761963,0.34029572357828297,0.1585203516455207,9
Lions 2016,Lions,23338824,3971695,17699492,6514242,17174595,68698848,8782820,8535944,13539421,11189104,8071148,50118437,2016,0.563,1,0,155270000,0.15031122560700716,0.025579281252012625,0.11399170477233207,0.04195428608230824,0.11061116120306563,0.056564822567141106,0.054974843820441814,0.08719920783151928,0.0720622399690861,0.051981374380112064,0.3227824885683004,0.4424476589167257,0.23476985251497395,9
Texans 2016,Texans,14412646,7911734,6448981,2062362,31103538,61939261,22938450,14197538,14400101,5327548,19939515,76803152,2016,0.563,1,0,155270000,0.09282312101500612,0.05095468538674567,0.0415339795195466,0.013282424164358859,0.20031904424550784,0.1477326592387454,0.09143774070973143,0.09274232627036774,0.03431150898434984,0.1284183358021511,0.49464257100534553,0.3989132543311651,0.10644417466348943,9
Colts 2016,Colts,19980000,5551333,14669690,11144550,20978970,72324543,11141107,17579573,6160859,7650838,13866511,56398888,2016,0.5,0,0,155270000,0.12867907515939975,0.035752772589682486,0.0944785856894442,0.07177529464803246,0.1351128357055452,0.0717531203709667,0.11321937914600373,0.03967836027564887,0.04927441231403362,0.08930579635473691,0.36323106846138986,0.4657985637921041,0.17097036774650598,8
Jaguars 2016,Jaguars,10864196,5551588,14724668,11943324,23735090,66818866,33501913,7011441,11297021,7647569,16930497,76388441,2016,0.188,0,0,155270000,0.06996970438590842,0.03575441489019128,0.09483266567913956,0.07691971404649965,0.15286333483609196,0.2157655245701037,0.0451564436143492,0.07275726798480067,0.049253358665550334,0.10903907387132092,0.4919716687061248,0.43033983383783087,0.07768849745604434,3
Chiefs 2016,Chiefs,20232200,8036819,16078663,4923789,14976072,64247543,17326136,21124929,7381104,15661151,5252667,66745987,2016,0.75,1,0,155270000,0.13030334256456494,0.051760282089263865,0.10355292715914213,0.03171114188188317,0.09645180653055967,0.11158714497327236,0.13605286919559478,0.04753721903780511,0.10086398531590134,0.033829245829844784,0.4298704643524184,0.4137795002254138,0.15635003542216785,12
Raiders 2016,Raiders,4623009,2818849,19361975,5870639,36972041,69646513,10767380,19443717,7072959,12697085,20847900,70829041,2016,0.75,1,0,155270000,0.029774000128807883,0.01815449861531526,0.1246987505635345,0.03780922908481999,0.23811451664841887,0.06934617118567657,0.12522520126231726,0.04555264378179945,0.08177423198299735,0.13426869324402654,0.45616694145681713,0.4485509950408965,0.09528206350228641,12
Chargers 2016,Chargers,17180000,7117376,18017691,8274768,25663138,76252973,17468654,14930795,5378711,7089050,18462884,63330094,2016,0.313,0,0,155270000,0.11064597153345784,0.04583870676885425,0.11604103175114316,0.05329276743736717,0.1652807239003027,0.11250501706704451,0.09616020480453404,0.03464101887035487,0.04565627616410124,0.11890825014490887,0.4078707670509435,0.4910992013911251,0.10103003155793133,5
Rams 2016,Rams,9453311,6684248,16984504,7779092,18948473,59849628,12337912,22337341,9904864,6193434,14857989,65631540,2016,0.25,0,0,155270000,0.06088304888259161,0.04304919173053391,0.10938690023829459,0.05010041862561989,0.12203563470084369,0.0794610162941972,0.14386128035035745,0.06379122818316481,0.03988815611515425,0.09569130546789463,0.42269298641076836,0.3854551941778837,0.19185181941134788,4
Dolphins 2016,Dolphins,13281182,1974686,6367688,11317299,28834646,61775501,17479805,24908290,8873417,11884805,12949485,76095802,2016,0.625,1,0,155270000,0.08553604688606943,0.012717756166677401,0.04101042055773813,0.0728878662974174,0.18570648547691118,0.11257683390223482,0.16041920525536163,0.057148302956140914,0.07654282862111161,0.08339978746699298,0.49008695820184195,0.39785857538481356,0.11205446641334449,10
Vikings 2016,Vikings,12430538,13666191,8596564,7804564,32879606,75377463,11885987,16151461,11877574,12925603,16485260,69325885,2016,0.5,0,0,155270000,0.08005756424293167,0.0880156565981838,0.05536526051394346,0.05026446834546274,0.21175762220647903,0.07655044116699943,0.10402177497262832,0.07649625813099761,0.083245977973852,0.10617157210021254,0.44648602434468987,0.4854605719070007,0.06805340374830937,8
